EventNumber DecayParticle1_ime DecayParticle1_bozon DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_ime DecayParticle2_bozon DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
210 W+ 1 80.4 -10.14 7.416 35.55 88.8019 12.5625 W- 1 80.4 -28.86 23.484 35.55 95.4587 37.2075
211 W+ 1 80.4 -39.144 -6.59 43.68 99.7386 39.6948 W- 1 80.4 -54.056 -59.31 47.32 123.057 80.2479
212 W+ 1 80.4 10.506 3.411 -14.88 82.5081 11.0459 W- 1 80.4 10.094 34.489 -22.32 90.85 35.9358
213 b 0 4.18 -36.478 21.73 0.641 42.6699 42.4598 b 0 4.18 -42.822 19.27 63.459 79.0542 46.958
214 b 0 4.18 -14.586 32.487 -5.55 36.2827 35.6112 b 0 4.18 -14.014 50.813 -49.95 72.7381 52.7101
215 W+ 1 80.4 0.362 23.751 5.705 84.0294 23.7538 W- 1 80.4 17.738 2.349 75.795 111.934 17.8929
216 b 0 4.18 -31.164 -0.262 0 31.4442 31.1651 b 0 4.18 -0.636 -12.838 18.2 22.67 12.8537
217 b 0 4.18 -13.115 -2.832 -8.856 16.611 13.4173 b 0 4.18 -8.385 -91.568 -15.744 93.3828 91.9511
218 b 0 4.18 19.943 -12.027 1.864 23.7343 23.2889 b 0 4.18 5.957 -51.273 44.736 68.4338 51.6179
219 b 0 4.18 9.864 13.49 14.348 22.4191 16.7116 b 0 4.18 72.336 5.51 70.052 100.934 72.5455
220 b 0 4.18 11.25 -0.456 -4.869 12.9596 11.2592 b 0 4.18 1.25 -45.144 -49.231 66.9381 45.1613
221 b 0 4.18 53.04 -3.54 -10.44 54.3345 53.158 b 0 4.18 24.96 -14.16 -76.56 81.8683 28.6968
222 b 0 4.18 -22.081 -2.496 -0.951 22.6313 22.2216 b 0 4.18 -9.019 -7.104 -30.749 33.0875 11.4808
223 b 0 4.18 14.97 39.018 25.62 49.1972 41.7912 b 0 4.18 34.93 53.882 65.88 92.0925 64.2135
224 W+ 1 80.4 7.872 0.008 69.042 106.268 7.872 W- 1 80.4 24.928 0.392 24.258 87.6023 24.9311
225 b 0 4.18 -25.789 2.2 31.117 40.6897 25.8827 b 0 4.18 -37.111 7.8 52.983 65.2896 37.9218
226 W+ 1 80.4 -36.36 -30.599 3.611 93.4641 47.5221 W- 1 80.4 -54.54 -52.101 12.089 110.903 75.4263
227 W+ 1 80.4 14.6 -10.833 -3.276 82.4949 18.18 W- 1 80.4 5.4 -36.267 -78.624 118.281 36.6668
228 b 0 4.18 38.79 2.472 0.931 39.1039 38.8687 b 0 4.18 4.31 79.928 12.369 81.1019 80.0441
229 b 0 4.18 -39.173 -5.292 16.218 42.9305 39.5288 b 0 4.18 -51.927 -82.908 15.582 99.1485 97.8271
230 b 0 4.18 65.184 -0.987 -1.212 65.3366 65.1915 b 0 4.18 2.016 -97.713 -59.388 114.439 97.7338
231 b 0 4.18 -7.2 1.435 -3.44 9.12169 7.34161 b 0 4.18 -72.8 27.265 -0.56 77.8525 77.7382
232 W+ 1 80.4 -35.502 0.12 0.68 87.8921 35.5022 W- 1 80.4 -1.098 5.88 67.32 105.033 5.98164
233 b 0 4.18 -17.01 1.44 45.595 48.865 17.0708 b 0 4.18 -45.99 6.56 37.305 59.7265 46.4555
234 W+ 1 80.4 35.992 -6.864 1.76 88.3731 36.6407 W- 1 80.4 45.808 -6.336 42.24 101.916 46.2441
235 W+ 1 80.4 -7.194 11.481 10.752 82.2395 13.5487 W- 1 80.4 -14.606 15.219 34.048 89.8242 21.0939
236 W+ 1 80.4 41.452 14.364 -25.812 95.1578 43.8702 W- 1 80.4 54.948 54.036 -45.888 120.453 77.066
237 W+ 1 80.4 -55.008 -0.972 0.612 97.4236 55.0166 W- 1 80.4 -2.292 -96.228 19.788 126.968 96.2553
238 W+ 1 80.4 -19.514 18.08 42.872 94.9202 26.6023 W- 1 80.4 -69.186 38.42 50.328 123.531 79.1378
239 b 0 4.18 7.392 11.233 14.475 20.1946 13.447 b 0 4.18 19.008 12.667 43.425 49.2439 22.842
240 b 0 4.18 -34.4 39.652 -7.826 53.2387 52.4942 b 0 4.18 -51.6 46.548 -48.074 84.6041 69.493
241 W+ 1 80.4 -5.292 4.615 1.83 80.7268 7.02164 W- 1 80.4 -1.008 30.885 59.17 104.5 30.9014
242 b 0 4.18 25.844 8.61 0.256 27.5605 27.2405 b 0 4.18 10.556 32.39 2.944 34.4482 34.0667
243 b 0 4.18 60.216 19.66 -1.712 63.505 63.3442 b 0 4.18 16.984 78.64 -83.888 116.307 80.4531
244 b 0 4.18 -58.4 0 0 58.5494 58.4 b 0 4.18 0 89.4 50.8 102.91 89.4
245 W+ 1 80.4 -11.46 40.117 0.728 90.5836 41.7218 W- 1 80.4 -64.94 11.983 8.372 104.379 66.0363
246 W+ 1 80.4 0.978 -31.962 -38.08 94.5345 31.977 W- 1 80.4 47.922 -44.138 -29.92 107.722 65.1512
247 b 0 4.18 -73.89 1.64 0.514 74.0281 73.9082 b 0 4.18 -8.21 18.86 25.186 32.7858 20.5695
248 b 0 4.18 30.36 0.84 27.521 41.1985 30.3716 b 0 4.18 15.64 15.96 67.379 71.1107 22.3457
249 b 0 4.18 -52.9 1.164 -5.58 53.3702 52.9128 b 0 4.18 -4.6 57.036 -87.42 104.566 57.2212
250 b 0 4.18 8.1 37.345 14.07 40.9353 38.2133 b 0 4.18 18.9 30.555 79.73 87.5509 35.928
251 tau+ 0 1.77 5.88 45.114 2.352 45.5907 45.4956 tau- 0 1.77 33.32 16.686 17.248 41.1007 37.2645
252 W+ 1 80.4 52.722 0.345 -0.54 96.1467 52.7231 W- 1 80.4 7.878 34.155 -3.96 87.7979 35.0518
253 b 0 4.18 37.24 -1.016 -0.287 37.4887 37.2539 b 0 4.18 1.96 -24.384 -28.413 37.7252 24.4626
254 b 0 4.18 63.7 4.697 -1.376 64.0244 63.8729 b 0 4.18 6.3 62.403 -67.424 92.1808 62.7202
255 b 0 4.18 -34.04 1.04 1.804 34.3588 34.0559 b 0 4.18 -11.96 24.96 6.396 28.7128 27.6775
256 b 0 4.18 36.105 11.472 0.181 38.1141 37.8837 b 0 4.18 7.395 60.228 17.919 63.4087 60.6803
257 b 0 4.18 -34.72 17.76 13.84 41.5922 38.9987 b 0 4.18 -27.28 56.24 55.36 83.6023 62.5071
258 W+ 1 80.4 10.672 -10.234 -18.46 83.8067 14.786 W- 1 80.4 12.528 -19.866 -73.84 111.661 23.4864
259 b 0 4.18 1.836 -4.995 -0.138 6.76848 5.32174 b 0 4.18 0.864 -50.505 -0.462 50.6872 50.5124
260 b 0 4.18 8.645 0.642 -1.212 9.69998 8.66881 b 0 4.18 0.855 10.058 -39.188 40.6825 10.0943
261 W+ 1 80.4 6.669 60.9 -2.527 101.113 61.2641 W- 1 80.4 67.431 11.6 -33.573 110.783 68.4215
262 b 0 4.18 47.894 1.584 -4.19 48.2843 47.9202 b 0 4.18 14.306 7.216 -79.61 81.3139 16.0229
263 tau+ 0 1.77 -20.59 -8.32 -24.099 32.8187 22.2074 tau- 0 1.77 -14.91 -55.68 -59.001 82.5035 57.6417
264 b 0 4.18 -16.856 -14.46 40.527 46.4018 22.2085 b 0 4.18 -43.344 -81.94 30.573 97.6988 92.6977
265 tau+ 0 1.77 4.293 -6.23 8.856 11.7815 7.56589 tau- 0 1.77 3.807 -11.57 64.944 66.1 12.1802
266 b 0 4.18 -0.98 6.23 -59.07 59.5526 6.30661 b 0 4.18 -3.92 38.27 -30.43 49.2282 38.4702
267 b 0 4.18 -60.268 -11.359 -1.494 61.4895 61.3291 b 0 4.18 -38.532 -19.341 -73.206 85.061 43.1137
268 b 0 4.18 84.575 4.641 -1.814 84.8247 84.7022 b 0 4.18 14.925 31.059 -88.886 95.4233 34.4589
269 b 0 4.18 63.342 1.07 2.346 63.5321 63.351 b 0 4.18 14.858 52.43 11.454 55.842 54.4946
270 b 0 4.18 -80.592 -0.639 -6.72 80.9821 80.5945 b 0 4.18 -7.008 -63.261 -89.28 109.724 63.648
271 b 0 4.18 -65.188 1.372 1.89 65.3636 65.2024 b 0 4.18 -10.612 32.928 17.01 38.7773 34.5958
272 W+ 1 80.4 38.912 3.267 -0.598 89.3831 39.0489 W- 1 80.4 12.288 26.433 -4.002 85.6147 29.1496
273 b 0 4.18 78.292 -0.477 2.632 78.4491 78.2934 b 0 4.18 6.808 -47.223 34.968 59.3009 47.7112
274 W+ 1 80.4 3.384 12.624 -3.812 81.5445 13.0697 W- 1 80.4 1.316 39.976 -91.488 128.195 39.9977
275 b 0 4.18 4.03 42.075 -4.795 42.7435 42.2676 b 0 4.18 36.27 7.425 -91.105 98.4288 37.0222
276 b 0 4.18 1.62 -61.336 -4.689 61.6781 61.3574 b 0 4.18 52.38 -8.364 -47.411 71.2664 53.0436
277 W+ 1 80.4 -0.765 -6.318 0.828 80.6557 6.36415 W- 1 80.4 -0.135 -42.282 40.572 99.4889 42.2822
278 tau+ 0 1.77 -54.72 -2.805 -1.605 54.8439 54.7918 tau- 0 1.77 -13.68 -13.695 -51.895 55.4159 19.3571
279 b 0 4.18 -7.548 -41.1 24.222 48.4805 41.7873 b 0 4.18 -36.852 -41.1 49.178 74.0488 55.2022
280 tau+ 0 1.77 -5.84 -17.62 -3.008 18.8879 18.5626 tau- 0 1.77 -30.66 -70.48 -1.692 76.899 76.86
281 W+ 1 80.4 31.707 17.328 7.314 88.4491 36.133 W- 1 80.4 49.593 28.272 24.486 101.6 57.0857
282 W+ 1 80.4 -18.321 32.597 5.984 88.8718 37.3928 W- 1 80.4 -40.779 55.503 12.716 106.627 68.8731
283 b 0 4.18 -80.262 -1.232 0.358 80.381 80.2715 b 0 4.18 -7.938 -14.168 35.442 39.2091 16.2402
284 b 0 4.18 -11.704 0.799 -14.276 18.9446 11.7312 b 0 4.18 -9.196 79.101 -18.924 81.9581 79.6338
285 b 0 4.18 19.68 4.68 34.272 40.0156 20.2288 b 0 4.18 78.72 34.32 16.128 87.4773 85.8761
286 W+ 1 80.4 27.608 -21.216 11.58 88.3775 34.8184 W- 1 80.4 67.592 -20.384 46.32 116.593 70.5988
287 W+ 1 80.4 14.16 10.846 -44.2 93.4663 17.8365 W- 1 80.4 80.24 52.954 -20.8 127.041 96.1384
288 Z 1 91.2 44.54 10.252 -19.341 103.829 45.7047 Z 1 91.2 20.96 82.948 -72.759 144.676 85.5552
289 W+ 1 80.4 44.767 -4.95 0.726 92.159 45.0398 W- 1 80.4 5.533 -94.05 11.374 124.377 94.2126
290 b 0 4.18 6.116 -2.432 67.9 68.3462 6.5818 b 0 4.18 49.484 -10.368 29.1 58.4846 50.5585
291 b 0 4.18 20.368 -6.202 17.875 28.1124 21.2913 b 0 4.18 33.232 -82.398 14.625 90.1397 88.847
292 b 0 4.18 13.118 34.731 -15.96 40.6266 37.1258 b 0 4.18 80.582 33.369 -29.64 92.2114 87.2178
293 b 0 4.18 17.68 -4.68 -0.24 18.7621 18.2889 b 0 4.18 34.32 -13.32 -0.36 37.0525 36.8142
294 b 0 4.18 16.988 8.425 -10.101 21.8878 18.9624 b 0 4.18 10.412 25.275 -67.599 73.0365 27.3356
295 W+ 1 80.4 -0.875 6.921 -37.184 88.8565 6.97609 W- 1 80.4 -1.625 69.979 -29.216 110.533 69.9979
296 b 0 4.18 -86.49 0.07 -3.483 86.661 86.49 b 0 4.18 -9.61 6.93 -35.217 37.391 11.8481
297 b 0 4.18 -7.182 -4.35 -34.496 35.7484 8.39664 b 0 4.18 -30.618 -13.05 -27.104 43.1261 33.2831
298 b 0 4.18 -18.06 11.04 -25.871 33.6872 21.1671 b 0 4.18 -23.94 57.96 -37.229 73.0476 62.7095
299 b 0 4.18 -13.776 7.772 49.005 51.6638 15.8171 b 0 4.18 -72.324 19.028 40.095 84.9583 74.7852
300 b 0 4.18 33.907 18.468 2.61 38.9235 38.6103 b 0 4.18 48.793 15.732 49.59 71.4485 51.2665
301 b 0 4.18 1.344 -1.284 -0 4.57465 1.85876 b 0 4.18 0.056 -30.816 -52.2 60.7613 30.816
302 b 0 4.18 -59.719 2.59 -1.816 59.9486 59.7751 b 0 4.18 -7.381 34.41 -43.584 56.1744 35.1927
303 b 0 4.18 -70.848 0.938 -1.892 71.0026 70.8542 b 0 4.18 -2.952 45.962 -92.708 103.602 46.0567
304 tau+ 0 1.77 9.486 15.515 -0.7 18.2845 18.1851 tau- 0 1.77 9.114 37.985 -2.8 39.2033 39.0631
305 b 0 4.18 -7.65 -23.411 -4.55 25.3924 24.6292 b 0 4.18 -9.35 -33.689 -27.95 44.956 34.9624
306 W+ 1 80.4 28.88 4.79 -37.278 93.3317 29.2745 W- 1 80.4 47.12 91.01 -28.122 133.26 102.485
307 b 0 4.18 19.965 -18.325 -22.512 35.4777 27.0999 b 0 4.18 40.535 -54.975 -31.088 75.1616 68.3033
308 b 0 4.18 -10.507 1.785 -3.222 11.8927 10.6575 b 0 4.18 -2.793 57.715 -14.678 59.764 57.7825
309 W+ 1 80.4 -2.755 -1.768 -2.688 80.5115 3.27351 W- 1 80.4 -0.145 -86.632 -86.912 146.707 86.6321
310 W+ 1 80.4 50.301 -3.12 1.89 94.9087 50.3977 W- 1 80.4 11.799 -59.28 11.61 101.254 60.4428
311 b 0 4.18 29.884 4.608 -27.45 41.0519 30.2372 b 0 4.18 66.516 14.592 -33.55 76.0288 68.0978
312 b 0 4.18 37.26 3.096 -0 37.6213 37.3884 b 0 4.18 3.24 35.604 -5.4 36.3975 35.7511
313 b 0 4.18 7.293 1.21 -43.344 44.1682 7.3927 b 0 4.18 14.807 9.79 -34.056 38.6313 17.7508
314 b 0 4.18 -1.62 0.06 9.555 10.5545 1.62111 b 0 4.18 -1.98 0.24 17.745 18.3394 1.99449
315 W+ 1 80.4 -55.062 1.855 5.85 97.6404 55.0932 W- 1 80.4 -32.338 24.645 13.65 91.1241 40.6586
316 b 0 4.18 62.972 7.032 0.819 63.5064 63.3634 b 0 4.18 6.228 80.868 81.081 114.761 81.1075
317 b 0 4.18 7.41 8.33 7.14 13.8834 11.1489 b 0 4.18 3.99 51.17 26.86 58.0794 51.3253
318 W+ 1 80.4 3.655 0.444 -0.918 80.4895 3.68187 W- 1 80.4 0.645 3.256 -29.682 85.7683 3.31927
319 tau+ 0 1.77 -39.606 -1.512 -22.95 45.834 39.6349 tau- 0 1.77 -17.794 -23.688 -68.85 74.9747 29.6268
320 b 0 4.18 -1.04 -55.774 4.459 56.1175 55.7837 b 0 4.18 -11.96 -14.826 29.841 35.6484 19.0487
321 W+ 1 80.4 1.716 28.56 4.247 85.4448 28.6115 W- 1 80.4 2.684 66.64 9.453 104.889 66.694
322 W+ 1 80.4 -12.88 -8.756 5.206 82.0599 15.5744 W- 1 80.4 -5.52 -70.844 22.194 109.572 71.0587
323 b 0 4.18 -31.78 -57.304 -6.111 65.9434 65.5265 b 0 4.18 -59.02 -41.496 -81.189 108.694 72.1476
324 b 0 4.18 55.296 -19.992 0.024 58.9474 58.799 b 0 4.18 31.104 -38.808 1.176 49.9237 49.7345
325 b 0 4.18 -2.928 0.685 -78.816 78.984 3.00706 b 0 4.18 -94.672 67.815 -3.284 116.576 116.455
326 W+ 1 80.4 -0.308 22.908 -24.36 87.0772 22.9101 W- 1 80.4 -1.892 26.892 -36.54 92.3368 26.9585
327 tau+ 0 1.77 30.172 35.24 15.092 48.8171 46.3919 tau- 0 1.77 49.228 52.86 53.508 89.91 72.2328
328 b 0 4.18 -57.256 -15.57 -0.666 59.4861 59.3353 b 0 4.18 -26.944 -36.33 -32.634 55.9312 45.2311
329 W+ 1 80.4 -3.069 7.128 0.975 80.7796 7.76061 W- 1 80.4 -6.831 6.072 5.525 81.1062 9.13957
330 b 0 4.18 22.372 3.228 38.42 44.7716 22.6037 b 0 4.18 57.528 77.472 18.08 98.2636 96.4955
331 W+ 1 80.4 -42.559 -2.288 1.815 91.0163 42.6205 W- 1 80.4 -15.741 -12.012 14.685 84.0945 19.8007
332 b 0 4.18 -13.962 5.074 13.662 20.6108 14.8554 b 0 4.18 -21.838 6.726 62.238 66.4318 22.8503
333 b 0 4.18 28.81 0.336 -2.59 29.2286 28.812 b 0 4.18 4.69 4.464 -34.41 35.2625 6.47483
334 tau+ 0 1.77 0.048 -1.281 27.886 27.9715 1.2819 tau- 0 1.77 0.752 -4.819 10.314 11.5456 4.87732
335 b 0 4.18 33.39 0.036 -1.624 33.6898 33.39 b 0 4.18 62.01 0.364 -1.276 62.1649 62.0111
336 b 0 4.18 7.007 60.912 2.13 61.4929 61.3137 b 0 4.18 46.893 14.288 33.37 59.4485 49.0214
337 tau+ 0 1.77 -2.275 29.362 -10.212 31.2205 29.45 tau- 0 1.77 -4.225 26.038 -74.888 79.4177 26.3786
338 b 0 4.18 13.675 13.656 37.485 42.3803 19.3259 b 0 4.18 41.025 43.244 36.015 69.7685 59.6078
339 b 0 4.18 -12.76 10.224 -1.728 16.9649 16.3508 b 0 4.18 -9.24 18.176 -27.072 34.1484 20.3898
340 b 0 4.18 24.408 21.216 20 38.2536 32.3399 b 0 4.18 43.392 45.084 42.5 75.7572 62.5734
341 b 0 4.18 4.588 1.11 -15.606 16.8316 4.72037 b 0 4.18 10.212 6.29 -13.294 18.3862 11.9937
342 tau+ 0 1.77 57.655 1.3 13.23 59.1942 57.6697 tau- 0 1.77 31.045 5.2 74.97 81.3294 31.4775
343 b 0 4.18 -11.592 -24.725 -31.746 42.083 27.3075 b 0 4.18 -16.008 -74.175 -64.454 99.6493 75.8827
344 b 0 4.18 -36.52 2.889 1.794 36.9154 36.6341 b 0 4.18 -4.98 29.211 58.006 65.2706 29.6325
345 b 0 4.18 15.606 4.33 -2.262 16.8785 16.1956 b 0 4.18 76.194 82.27 -0.638 112.213 112.133
346 b 0 4.18 -3.65 -36.408 22.04 42.9197 36.5905 b 0 4.18 -10.95 -61.992 35.96 72.6189 62.9517
347 W+ 1 80.4 44.7 4.816 0.896 92.1208 44.9587 W- 1 80.4 44.7 6.384 11.904 92.9769 45.1536
348 b 0 4.18 -15.314 -10.85 28.992 34.7886 18.7681 b 0 4.18 -24.986 -66.65 31.408 77.9131 71.1795
349 W+ 1 80.4 7.248 10.714 -53.885 97.6477 12.9354 W- 1 80.4 22.952 86.686 -29.015 123.884 89.6731
350 b 0 4.18 -39.071 2.679 -6.208 39.8714 39.1627 b 0 4.18 -4.829 86.621 -71.392 112.431 86.7555
351 b 0 4.18 -37.758 -5.712 2.398 38.4905 38.1876 b 0 4.18 -23.142 -29.988 8.502 39.046 37.8792
352 b 0 4.18 -22.104 -9.843 5.785 25.2272 24.1965 b 0 4.18 -39.296 -9.457 38.715 56.1243 40.4179
353 tau+ 0 1.77 7.918 1.77 4.128 9.27367 8.11342 tau- 0 1.77 2.782 86.73 13.072 87.7715 86.7746
354 tau+ 0 1.77 73.953 -1.419 -7.424 74.3593 73.9666 tau- 0 1.77 17.347 -45.881 -38.976 62.6757 49.0508
355 Z 1 91.2 -15.066 -12.521 -32.13 98.6587 19.5898 Z 1 91.2 -40.734 -53.379 -27.37 116.512 67.1459
356 W+ 1 80.4 -82.677 -1.149 0.752 115.332 82.685 W- 1 80.4 -6.223 -37.151 18.048 90.6025 37.6686
357 b 0 4.18 86.07 2.716 0.26 86.2146 86.1128 b 0 4.18 4.53 65.184 25.74 70.3526 65.3412
358 W+ 1 80.4 -24.5 -6.593 -6.237 84.5386 25.3716 W- 1 80.4 -10.5 -28.107 -50.463 99.5536 30.0042
359 W+ 1 80.4 -5.035 59.902 -16.3 101.703 60.1132 W- 1 80.4 -21.465 38.298 -65.2 112.44 43.9031
360 W+ 1 80.4 25.056 -4.76 -23.562 87.5773 25.5041 W- 1 80.4 53.244 -9.24 -45.738 107.128 54.0398
361 W+ 1 80.4 -4.272 -21.024 44.408 94.3212 21.4536 W- 1 80.4 -22.428 -44.676 40.992 103.167 49.9896
362 b 0 4.18 -21.294 -2.481 -3.306 22.0905 21.438 b 0 4.18 -6.006 -80.219 -14.094 81.7757 80.4435
363 b 0 4.18 -6.048 -4.235 0.275 8.48891 7.38333 b 0 4.18 -5.152 -7.865 2.225 10.5273 9.4022
364 b 0 4.18 -0.273 52.796 8.56 53.6492 52.7967 b 0 4.18 -1.827 26.004 34.24 43.2365 26.0681
365 W+ 1 80.4 17.352 8.385 1.239 82.6867 19.2717 W- 1 80.4 30.848 11.115 4.661 86.9542 32.7894
366 b 0 4.18 1.269 -0.72 48.265 48.4676 1.45903 b 0 4.18 1.431 -17.28 50.235 53.3074 17.3392
367 b 0 4.18 -14.565 -54.516 -10.906 57.6242 56.4281 b 0 4.18 -82.535 -28.084 -46.494 98.8934 87.1822
368 b 0 4.18 17.252 1.608 10.68 20.7786 17.3268 b 0 4.18 5.448 38.592 42.72 57.9784 38.9746
369 b 0 4.18 -21.827 -16.038 -13.6 30.5952 27.0857 b 0 4.18 -73.073 -43.362 -13.6 86.1531 84.9701
370 W+ 1 80.4 -46.56 6.075 25.419 96.5144 46.9547 W- 1 80.4 -50.44 34.425 43.281 109.848 61.0678
371 tau+ 0 1.77 -2.421 -18.744 -19.082 26.9157 18.8997 tau- 0 1.77 -24.479 -23.856 -21.518 40.4288 34.1808
372 b 0 4.18 30.33 28.458 -9.093 42.7776 41.5905 b 0 4.18 37.07 55.242 -34.207 74.923 66.5272
373 b 0 4.18 8.748 -6.786 -0.165 11.8354 11.0715 b 0 4.18 2.052 -30.914 -16.335 35.2731 30.982
374 b 0 4.18 3.45 47.956 -6.156 48.6523 48.0799 b 0 4.18 19.55 15.144 -62.244 67.1069 24.7294
375 W+ 1 80.4 -47.3 4.22 8.955 93.8054 47.4879 W- 1 80.4 -7.7 80.18 90.545 145.433 80.5489
376 b 0 4.18 82.901 -3.786 -1.593 83.1079 82.9874 b 0 4.18 8.199 -59.314 -51.507 79.0937 59.878
377 b 0 4.18 4.25 16.24 -25.584 30.8839 16.7869 b 0 4.18 20.75 30.16 -27.716 46.1068 36.6086
378 b 0 4.18 12.04 0.48 -9.66 15.9994 12.0496 b 0 4.18 48.16 1.92 -6.44 48.8059 48.1983
379 b 0 4.18 -18.06 4.233 -13.754 23.4676 18.5494 b 0 4.18 -12.04 20.667 -46.046 52.0557 23.9183
380 b 0 4.18 94.842 -0.991 -0 94.9392 94.8472 b 0 4.18 0.958 -98.109 -58.7 114.409 98.1137
381 Z 1 91.2 -53.6 -8.865 -16.794 107.476 54.3281 Z 1 91.2 -26.4 -50.235 -76.506 131.875 56.7496
382 b 0 4.18 56.55 -4.347 -3.9 57.0042 56.7168 b 0 4.18 8.45 -43.953 -93.6 103.835 44.7579
383 b 0 4.18 -52.693 -9.954 2.226 53.8336 53.6249 b 0 4.18 -14.007 -61.146 29.574 69.4775 62.7298
384 b 0 4.18 92.414 -1.74 -0 92.5248 92.4304 b 0 4.18 1.886 -85.26 -6.2 85.608 85.2809
385 b 0 4.18 -6.146 60.525 -1.562 60.9997 60.8362 b 0 4.18 -37.754 20.175 -12.638 44.8284 42.8065
386 b 0 4.18 0.875 -24.045 22.95 33.5127 24.0609 b 0 4.18 1.625 -44.655 53.55 69.8698 44.6846
387 b 0 4.18 4.578 -0.416 -50.049 50.4332 4.59686 b 0 4.18 60.822 -1.184 -24.651 65.7713 60.8335
388 b 0 4.18 62.272 -17.22 14.912 66.4392 64.6091 b 0 4.18 35.028 -68.88 78.288 110.081 77.2749
389 W+ 1 80.4 1.332 14.37 11.421 82.4795 14.4316 W- 1 80.4 31.968 81.43 2.679 118.845 87.4803
390 b 0 4.18 5.324 6.912 -4.848 10.8211 8.72472 b 0 4.18 6.776 14.688 -15.352 22.6894 16.1756
391 b 0 4.18 21.84 16.56 9.792 29.4037 27.4084 b 0 4.18 11.76 75.44 47.808 90.1807 76.3511
392 b 0 4.18 0.57 31.45 -4.824 32.0963 31.4552 b 0 4.18 18.43 5.55 -35.376 40.4895 19.2475
393 b 0 4.18 -19.152 13.813 -4.113 24.3308 23.6135 b 0 4.18 -7.448 58.887 -41.587 72.5955 59.3561
394 b 0 4.18 -29.1 -4.13 -7.392 30.5938 29.3916 b 0 4.18 -67.9 -25.37 -5.808 72.8372 72.4848
395 b 0 4.18 -40.421 -1.584 -2.34 40.7347 40.452 b 0 4.18 -8.279 -18.216 -23.66 31.2671 20.0091
396 b 0 4.18 -1.924 -34.914 4.44 35.4947 34.967 b 0 4.18 -5.476 -17.986 51.06 54.5718 18.8011
397 b 0 4.18 -9.724 8.855 -0.072 13.8002 13.1517 b 0 4.18 -78.676 2.645 -0.528 78.8331 78.7205
398 Z 1 91.2 7.616 31.872 -3.508 96.972 32.7693 Z 1 91.2 4.284 67.728 -84.192 141.461 67.8633
399 b 0 4.18 -5.175 0.855 -1.152 6.80523 5.24516 b 0 4.18 -2.325 3.645 -8.448 10.3698 4.32338
400 b 0 4.18 31.066 0.434 0.035 31.349 31.069 b 0 4.18 0.634001 42.966 3.465 43.3123 42.9707
401 b 0 4.18 -75.524 -19.52 -0.007 78.1177 78.0058 b 0 4.18 -20.076 -78.08 -0.693 80.7309 80.6197
402 b 0 4.18 36.225 -0.1 -10.455 37.9347 36.2251 b 0 4.18 21.275 -0.4 -51.045 55.4603 21.2788
403 b 0 4.18 30.749 0.362 0.643 31.0406 30.7511 b 0 4.18 0.951 17.738 63.657 66.221 17.7635
404 b 0 4.18 44.091 -13.676 3.52 46.4856 46.1633 b 0 4.18 19.809 -38.924 66.88 79.9868 43.6746
405 b 0 4.18 6.144 23.425 -25.407 35.3478 24.2173 b 0 4.18 6.656 70.275 -68.693 98.5854 70.5895
406 b 0 4.18 -15.072 -5.14 17.024 23.6828 15.9243 b 0 4.18 -16.328 -20.56 36.176 44.8942 26.2549
407 b 0 4.18 -2.244 -13.986 14.402 20.6285 14.1649 b 0 4.18 -2.856 -23.814 61.398 66.0488 23.9846
408 b 0 4.18 36.305 -5.32 3.177 37.0664 36.6927 b 0 4.18 32.195 -8.68 32.123 46.4889 33.3446
409 tau+ 0 1.77 86.856 -0.356 4.136 86.9732 86.8567 tau- 0 1.77 11.844 -35.244 33.464 50.0539 37.1809
410 tau+ 0 1.77 1.785 -4.316 1.866 5.33188 4.67055 tau- 0 1.77 0.315 -28.884 91.434 95.9046 28.8857
411 W+ 1 80.4 -22.248 -3.112 30.576 88.9028 22.4646 W- 1 80.4 -18.952 -74.688 42.224 119.099 77.055
412 b 0 4.18 -10.788 1.662 2.996 12.0661 10.9153 b 0 4.18 -0.812 53.738 71.904 89.8671 53.7441
413 b 0 4.18 0.996 6.925 -58.512 59.0769 6.99626 b 0 4.18 15.604 20.775 -26.288 37.197 25.9824
414 b 0 4.18 32.466 -0.715 36 48.6624 32.4739 b 0 4.18 44.834 -4.785 44 63.1384 45.0886
415 W+ 1 80.4 36.507 -14.036 -34.72 95.9135 39.1123 W- 1 80.4 48.393 -49.764 -64.48 124.258 69.4143
416 b 0 4.18 -0.932 -32.136 33.704 46.7656 32.1495 b 0 4.18 -22.368 -29.664 42.896 56.9018 37.1521
417 b 0 4.18 21.148 23.648 31.45 44.8669 31.7248 b 0 4.18 41.052 50.252 61.05 89.1914 64.8886
418 W+ 1 80.4 -8.088 -38.948 -4.944 89.8386 39.7789 W- 1 80.4 -25.612 -35.952 -15.656 93.0472 44.1421
419 b 0 4.18 -0.972 11.904 2.352 12.8707 11.9436 b 0 4.18 -31.428 12.896 2.448 34.3146 33.971
420 b 0 4.18 -32.448 -0.931 4.326 33.014 32.4614 b 0 4.18 -50.752 -3.969 5.974 51.4264 50.907
